model,acc_mean,acc_std,macro_f1_mean,macro_f1_std,noise,level,denoise
RF,0.917638930204971,0.005282965525956313,0.9175331664171278,0.005284342663250776,drift,0.1,none
LDA,0.36528497811428107,0.00696042696869812,0.36409961861523554,0.0066917135047313975,drift,0.1,notch
SVM_RBF,0.7244244862013283,0.005076350624475024,0.7252668812192482,0.004901723467310057,drift,0.1,notch
RF,0.9131862925632805,0.005726114969482261,0.9130748256322432,0.00570776476683774,drift,0.1,notch
LDA,0.28592910778417624,0.0074529003211327915,0.28268875264531446,0.007778004993037702,drift,0.1,wavelet
SVM_RBF,0.5421367425285278,0.00557740050612639,0.5418917668501564,0.005330938948594188,drift,0.1,wavelet
RF,0.6508592864140421,0.006176680415602441,0.6511875667429029,0.005950589335564448,drift,0.1,wavelet
LDA,0.34028992640561606,0.004187593110960396,0.33909436830737366,0.004311839184292506,drift,0.1,kalman
SVM_RBF,0.727893744915759,0.003228478467953344,0.7285553657198818,0.0030387775203453544,drift,0.1,kalman
RF,0.7878001868579277,0.006684576119081168,0.7881195139561706,0.006590185218575863,drift,0.1,kalman
LDA,0.3194744412777452,0.005997019346134155,0.31638781554882855,0.00589789050505868,drift,0.1,pca
SVM_RBF,0.6541921868224083,0.007763240911998278,0.6558509666800332,0.007444768608365311,drift,0.1,pca
RF,0.8681674375678605,0.004150355835784246,0.8683390648598609,0.004272020140134635,drift,0.1,pca
LDA,0.359548564350043,0.00560082567257505,0.3580937546374213,0.005596885944972422,drift,0.3,none
SVM_RBF,0.7268010465267734,0.0038907784723582342,0.7276142403702204,0.0036933448974424666,drift,0.3,none
RF,0.9035432750789946,0.005558522983409575,0.9035507624576559,0.00550305596631433,drift,0.3,none
LDA,0.35990364739347147,0.00616385929660295,0.35881540534358136,0.005894467903626049,drift,0.3,notch
SVM_RBF,0.7240966882508554,0.0048498659996026325,0.7249297111162468,0.004656382242490515,drift,0.3,notch
RF,0.899773499776007,0.004536775474777905,0.899770213938476,0.004526228917075062,drift,0.3,notch
LDA,0.2946977859749548,0.006212528028760265,0.29148120770924313,0.006012910175615441,drift,0.3,wavelet
SVM_RBF,0.5531730011076338,0.006389367184881157,0.5533122310402337,0.006294435044898509,drift,0.3,wavelet
RF,0.6766193057199338,0.0059209869929962924,0.676994454108619,0.005573022434013362,drift,0.3,wavelet
LDA,0.33223148146040804,0.005303107366706144,0.33079161871580454,0.0053502806206139975,drift,0.3,kalman
SVM_RBF,0.723031248837548,0.00227949103567545,0.7236748319790131,0.00223422404952504,drift,0.3,kalman
RF,0.774769978607338,0.004841106507568189,0.7750633946353376,0.004763110600891497,drift,0.3,kalman
LDA,0.3145300227619536,0.007381809553892581,0.31115987259893674,0.006985345619280638,drift,0.3,pca
SVM_RBF,0.6543287204873364,0.007380784522134874,0.655959183538756,0.007088661309182959,drift,0.3,pca
RF,0.8604913346417591,0.003625282575518483,0.8606692115898877,0.003623443030312529,drift,0.3,pca
LDA,0.35017867762328747,0.007923087027896878,0.3490019335897195,0.007918171646479415,drift,0.6,none
SVM_RBF,0.726008838609067,0.004082926243190412,0.726842025126528,0.003838275869128622,drift,0.6,none
RF,0.8813070697492865,0.005458879536379554,0.881356525260539,0.005396652905250791,drift,0.6,none
LDA,0.34408699053259884,0.003752845421092189,0.3428677317464924,0.003906435959967501,drift,0.6,notch
SVM_RBF,0.723359140064012,0.004310841591360977,0.7242044823577922,0.004144794627178772,drift,0.6,notch
RF,0.8776191833045228,0.003228927044498469,0.8777298919344416,0.003205264274847939,drift,0.6,notch
LDA,0.30319350503602677,0.008220472732538932,0.29971066735652563,0.008823775596322383,drift,0.6,wavelet
SVM_RBF,0.5774853024087853,0.007376344960965809,0.5777713917030336,0.006854947163900944,drift,0.6,wavelet
RF,0.7338488796863211,0.007376449371429809,0.7345390098560636,0.007245005497788933,drift,0.6,wavelet
LDA,0.328980798241755,0.003527950408082596,0.3276035248076663,0.0036953727180114707,drift,0.6,kalman
SVM_RBF,0.7220751661963629,0.0033074654295976603,0.7226733973099174,0.0030981590759696464,drift,0.6,kalman
RF,0.7865983107867229,0.0050767651270443425,0.7868574250536703,0.004952012432220009,drift,0.6,kalman
LDA,0.3050510105875339,0.005647598243640896,0.30138149393903013,0.00533033792239298,drift,0.6,pca
SVM_RBF,0.652880953979081,0.007944104598118094,0.6545702795406844,0.00765677772586358,drift,0.6,pca
RF,0.8356599449873128,0.0040619389657598455,0.835823046266402,0.00407252871887229,drift,0.6,pca
LDA,0.34171035931740035,0.006092022983541912,0.33995334156807216,0.0059979960978781425,drift,1.0,none
SVM_RBF,0.7246156870591987,0.0041342316767324075,0.7253916526940299,0.003969654460930111,drift,1.0,none
RF,0.8644249175095116,0.005516483626716424,0.8644231445811889,0.005526334599255722,drift,1.0,none
LDA,0.34034448539840845,0.004539648028876808,0.33861594751030644,0.004906807611505359,drift,1.0,notch
SVM_RBF,0.7234684184843017,0.0042209715241943975,0.7243130398056287,0.004136909479736526,drift,1.0,notch
RF,0.8637148185813684,0.0059003118776517925,0.8638232441060005,0.005732375739829353,drift,1.0,notch
LDA,0.3068811265769752,0.004331088015109083,0.30337454842139766,0.004350334141235524,drift,1.0,wavelet
SVM_RBF,0.6025076578656042,0.006274735243076131,0.6030221791204166,0.006084887458988027,drift,1.0,wavelet
RF,0.7692244373694812,0.0035285376594572596,0.7697343626890049,0.0035414765211474073,drift,1.0,wavelet
LDA,0.3253201745037092,0.005278836439393833,0.3234360786128243,0.00540720596178443,drift,1.0,kalman
SVM_RBF,0.7177590622196006,0.003336943237569105,0.7183823534154203,0.003158834824797829,drift,1.0,kalman
RF,0.8059117353173608,0.0068915818593132646,0.8061152035366475,0.0067650906777751915,drift,1.0,kalman
LDA,0.3003251899537579,0.008563685656774242,0.29648634153597275,0.00812869233723771,drift,1.0,pca
SVM_RBF,0.6448223784474852,0.007545747118975776,0.6463402316875551,0.007227972717304708,drift,1.0,pca
RF,0.8006939211402238,0.00575101614560826,0.801104178013292,0.0056134794355314765,drift,1.0,pca
LDA,0.36807133344857274,0.006768434513950282,0.3666448028489577,0.006479297051455702,motion,0.1,none
SVM_RBF,0.7242059517469865,0.003717213950576611,0.7250747476582416,0.003582004637886054,motion,0.1,none
RF,0.9103998514150771,0.004460524927091202,0.9103579287986022,0.004430189912077112,motion,0.1,none
LDA,0.3644382485141788,0.006102318228567383,0.36326397859075205,0.005801671138552341,motion,0.1,notch
SVM_RBF,0.7229220823484476,0.004337296642720978,0.7236983158291194,0.004242378685090232,motion,0.1,notch
RF,0.9062749632203438,0.004531096054379946,0.9061193912673534,0.004497841131354462,motion,0.1,notch
LDA,0.2860927959556724,0.006373167975938919,0.2834818842007732,0.006509219568097379,motion,0.1,wavelet
SVM_RBF,0.5359904106311347,0.007318637136433765,0.5360198284865945,0.006773121511607909,motion,0.1,wavelet
RF,0.6489743838383898,0.004189015521598103,0.6489858645062642,0.00402384569887346,motion,0.1,wavelet
LDA,0.3420109579888294,0.005180212605374131,0.34088300202879784,0.004989187369867372,motion,0.1,kalman
SVM_RBF,0.726691689754651,0.0022617876537646864,0.7274182104528218,0.0020846130342617045,motion,0.1,kalman
RF,0.7995739824307583,0.0046805682186835,0.79984643397319,0.004582999553657006,motion,0.1,kalman
LDA,0.31526757094879704,0.007286499181013397,0.3122206666182059,0.0074887068324916185,motion,0.1,pca
SVM_RBF,0.6526351605490612,0.007768922176127112,0.6543753809587267,0.007560681274985893,motion,0.1,pca
RF,0.8572678656263086,0.00338768738089041,0.8573922741435089,0.003312617982302499,motion,0.1,pca
LDA,0.3479935681353693,0.004407218271734619,0.3465254887728867,0.004369410321229269,motion,0.3,none
SVM_RBF,0.7132244387126556,0.0037052902814998807,0.7139897261087376,0.003599091005232022,motion,0.3,none
RF,0.8688231640551939,0.006422524330593125,0.8688300797851362,0.006363401819976074,motion,0.3,none
LDA,0.3483211422234631,0.006144471847324215,0.3466343704080552,0.0059171847527167785,motion,0.3,notch
SVM_RBF,0.7102194705721896,0.004150804934476184,0.7109446491363579,0.004048127257003603,motion,0.3,notch
RF,0.8658729228043047,0.005960026364219738,0.8658328210878226,0.005957723410117776,motion,0.3,notch
LDA,0.27609486705578173,0.005687304781667101,0.27259056821483474,0.0053160920667345134,motion,0.3,wavelet
SVM_RBF,0.5232334040278289,0.005129887980341982,0.5228752182193841,0.005026998518101923,motion,0.3,wavelet
RF,0.6293062419062091,0.006092325112818139,0.6292579114572525,0.00634579780970204,motion,0.3,wavelet
LDA,0.32635819450663367,0.005104221487683541,0.3245242889771966,0.0048031008411407936,motion,0.3,kalman
SVM_RBF,0.7121043768788816,0.002085672350122665,0.7126810907371428,0.0019347641248781049,motion,0.3,kalman
RF,0.7757260276691662,0.004213986153526241,0.7758531756848676,0.004070822980846827,motion,0.3,kalman
LDA,0.2963912824855559,0.009673406120005463,0.29190981049104686,0.009176191598670093,motion,0.3,pca
SVM_RBF,0.6414622675669566,0.005514912734714385,0.6430148067515006,0.00535324943728931,motion,0.3,pca
RF,0.8063758430703828,0.0040517925307509434,0.8066202211987822,0.0039293082567283194,motion,0.3,pca
LDA,0.31862748781526395,0.0056276657300387166,0.31668265339570034,0.00545042977829851,motion,0.6,none
SVM_RBF,0.697762932053925,0.004365097884340588,0.6984970859678892,0.0041918837290820556,motion,0.6,none
RF,0.8170021760542546,0.004040177573796862,0.817046823946766,0.004013135212048916,motion,0.6,none
LDA,0.3173708512751257,0.008365102901860657,0.3149979416371637,0.008402960451301345,motion,0.6,notch
SVM_RBF,0.6921901206472711,0.004343614613035806,0.6928466465136622,0.004197417858535512,motion,0.6,notch
RF,0.8143251028712924,0.005835509535682669,0.8142835412057557,0.005711097579449739,motion,0.6,notch
LDA,0.26770841522188066,0.007058858641434914,0.2635886989872784,0.007412282233869621,motion,0.6,wavelet
SVM_RBF,0.5171416796267437,0.012002017000850185,0.5167716288018332,0.01199909955057027,motion,0.6,wavelet
RF,0.6154561600789129,0.006151788251425315,0.6150967961467382,0.005941508875977246,motion,0.6,wavelet
LDA,0.3071543244932194,0.004878188211341038,0.304191956050322,0.004469196845195746,motion,0.6,kalman
SVM_RBF,0.6950858402157645,0.004414183401114671,0.6957599280579123,0.004111885502786715,motion,0.6,kalman
RF,0.7492830229002633,0.006144486885932023,0.7494855607402091,0.006077482063141045,motion,0.6,kalman
LDA,0.2737726829021862,0.004307024762701141,0.2678358187775677,0.0036382484294836927,motion,0.6,pca
SVM_RBF,0.6224494640939856,0.004897046282251248,0.6235987774502993,0.004855718797641606,motion,0.6,pca
RF,0.7504576176095521,0.004485821537378212,0.7506555254321793,0.004464237703584463,motion,0.6,pca
LDA,0.29917767513024407,0.004302387032929433,0.29595162797525976,0.004111900151649649,motion,1.0,none
SVM_RBF,0.6783404417722572,0.006772784968256411,0.6791489024465177,0.006448397775876521,motion,1.0,none
RF,0.7884286581006225,0.006393091714379006,0.7885176282494037,0.0063589332660240055,motion,1.0,none
LDA,0.2970194925554753,0.008486842029654227,0.29390634484548267,0.008495773587902333,motion,1.0,notch
SVM_RBF,0.6757997903230338,0.0031689231011873304,0.6766419751433894,0.0028057236927215823,motion,1.0,notch
RF,0.784330980378052,0.005017473649661053,0.7843294735557237,0.0049783772183486594,motion,1.0,notch
LDA,0.25784670284854805,0.005199848747509378,0.252718016975015,0.00475640033731509,motion,1.0,wavelet
SVM_RBF,0.510940855895272,0.007059199081757782,0.5102695206697538,0.006780848599912377,motion,1.0,wavelet
RF,0.6079441482765899,0.008087046718458283,0.6072311976999283,0.008084697488678782,motion,1.0,wavelet
LDA,0.2950800645663873,0.006565399037802618,0.29149469536257344,0.006803534610891497,motion,1.0,kalman
SVM_RBF,0.689922857397314,0.004715404420583043,0.6905934601730557,0.004395317979202409,motion,1.0,kalman
RF,0.7333025323573481,0.007928106191956302,0.7335218092599162,0.007651346631879065,motion,1.0,kalman
LDA,0.25964976506949194,0.006268801771346067,0.2527974546950293,0.005797670558536531,motion,1.0,pca
SVM_RBF,0.6096375925526358,0.004623292378289296,0.6108215725200126,0.00428469675929682,motion,1.0,pca
RF,0.7186329127469142,0.0046961786614716505,0.7187100852109676,0.004534926978159423,motion,1.0,pca
LDA,0.371868584127538,0.005811868786344758,0.37065897721229846,0.005739805437697771,spikes,0.1,none
SVM_RBF,0.7263640186595263,0.004309984319960976,0.7271629137184021,0.00421990741333267,spikes,0.1,none
RF,0.9176389451291296,0.004872610761181847,0.9175750421769726,0.004874345391449119,spikes,0.1,none
LDA,0.36454748216199273,0.005501069020177972,0.36331635804877455,0.005372719269083477,spikes,0.1,notch
SVM_RBF,0.7238508313931616,0.003923066094212772,0.7246681034637541,0.0037323692435974843,spikes,0.1,notch
RF,0.9116018431485108,0.005962976471733978,0.911544442108546,0.005936268950990207,spikes,0.1,notch
LDA,0.2864480021234093,0.007680036088444429,0.28342228595342556,0.008133248288912586,spikes,0.1,wavelet
SVM_RBF,0.5373835882982807,0.006425049938519759,0.5371240107712989,0.006328863664424825,spikes,0.1,wavelet
RF,0.6567598136882965,0.00918103438428578,0.6568807149054099,0.008999772771281191,spikes,0.1,wavelet
LDA,0.3445787229031846,0.005463923586197376,0.34355407302031815,0.005531850094530791,spikes,0.1,kalman
SVM_RBF,0.7275113021585818,0.003969391723529803,0.7282620329359427,0.0037915002079540183,spikes,0.1,kalman
RF,0.8043271105437277,0.0039170736643430685,0.8046121877205883,0.00392708723427766,spikes,0.1,kalman
LDA,0.3189280193279793,0.007444098967312727,0.31568357939189473,0.007036512134962456,spikes,0.1,pca
SVM_RBF,0.6536731656278271,0.007906963671451304,0.6553150541763166,0.007670215490879156,spikes,0.1,pca
RF,0.8644249063163926,0.003973882891677819,0.8646918293799878,0.00394618090211773,spikes,0.1,pca
LDA,0.36348215841091436,0.006745603806584147,0.36223315522143984,0.006542213613454167,spikes,0.3,none
SVM_RBF,0.7216108010016051,0.004175153150806606,0.722337860434304,0.00391878987336454,spikes,0.3,none
RF,0.8995550100941412,0.0047353909058429995,0.8995000944120919,0.004678213227111596,spikes,0.3,none
LDA,0.3582919949686184,0.005193615629990816,0.356913896783677,0.005206982517465486,spikes,0.3,notch
SVM_RBF,0.7211191432518123,0.005435195450778919,0.7218145430151379,0.005292797606873172,spikes,0.3,notch
RF,0.8936271828027726,0.0049249390161290015,0.893618492161132,0.004838659127827894,spikes,0.3,notch
LDA,0.28300595761218095,0.004995620331737681,0.2799826503953916,0.004905175427919191,spikes,0.3,wavelet
SVM_RBF,0.5272763884401795,0.006340708509528517,0.5271492523265044,0.006138375432304592,spikes,0.3,wavelet
RF,0.6411616539713689,0.007607325296439561,0.641162141705822,0.0075321946644359376,spikes,0.3,wavelet
LDA,0.3380498624347026,0.007468811052308993,0.3368813688666219,0.007655903265552373,spikes,0.3,kalman
SVM_RBF,0.721419372550316,0.0014132663552713473,0.7221853725984158,0.001422189616078774,spikes,0.3,kalman
RF,0.7896577371819107,0.005296399528100059,0.7899320979955456,0.0052177716812376205,spikes,0.3,kalman
LDA,0.3098313491726662,0.00716500854668554,0.30603643327214536,0.006713811049834691,spikes,0.3,pca
SVM_RBF,0.6472263917626704,0.009061816527103446,0.6487686068567273,0.008807407691041616,spikes,0.3,pca
RF,0.8427076512915125,0.004664742394423557,0.8429829814634215,0.004586118355402583,spikes,0.3,pca
LDA,0.34747434919568676,0.006427833162499595,0.34603428651491835,0.006185927395727459,spikes,0.6,none
SVM_RBF,0.7086624442988427,0.003311918904421696,0.7093082034371803,0.0033065634598341805,spikes,0.6,none
RF,0.8627860023779407,0.0045196707584543565,0.862699970973806,0.0044980020331876185,spikes,0.6,none
LDA,0.34203826173698326,0.005853898823679542,0.3406667974725538,0.0057479477898230965,spikes,0.6,notch
SVM_RBF,0.7059854681229114,0.005517105663313108,0.7067226444286991,0.005492739559569444,spikes,0.6,notch
RF,0.8601088321879476,0.004910684230293233,0.8601175643219572,0.0048548951404415565,spikes,0.6,notch
LDA,0.27573966088804486,0.0052736080780246,0.27230757417484275,0.005144336993149468,spikes,0.6,wavelet
SVM_RBF,0.5244081517097434,0.006130278345649017,0.5243958987968864,0.006120602260831494,spikes,0.6,wavelet
RF,0.6260281728565299,0.006832623816057364,0.6259265868245318,0.006820636532962236,spikes,0.6,wavelet
LDA,0.31974741160057085,0.006552240927238642,0.3174805211424586,0.0067232647194381025,spikes,0.6,kalman
SVM_RBF,0.7081980492557676,0.004058002202926067,0.7087541643088315,0.0038818618531181433,spikes,0.6,kalman
RF,0.7649357042995867,0.003570978494696652,0.7651649313384421,0.003493784054510641,spikes,0.6,kalman
LDA,0.29562653501966873,0.0065369561557788985,0.29144675922898466,0.006054918907521791,spikes,0.6,pca
SVM_RBF,0.6382115246516692,0.005217299627542145,0.6395916046346459,0.0050812927802609984,spikes,0.6,pca
RF,0.796241179029423,0.0035293248229361857,0.7964061738689046,0.0034402865305603303,spikes,0.6,pca
LDA,0.3256753582852082,0.005962953996243698,0.3235314465456126,0.005896154629412133,spikes,1.0,none
SVM_RBF,0.6940205985475585,0.006071655383078541,0.6946595406747569,0.00585960118408179,spikes,1.0,none
RF,0.8217009914230488,0.006044508835523714,0.8216391634985627,0.005982534096742883,spikes,1.0,none
LDA,0.3196655488596245,0.0083390830533814,0.31788102355026204,0.008423727183025706,spikes,1.0,notch
SVM_RBF,0.6930642621956773,0.0019152755603107374,0.693908793212392,0.001700370490848707,spikes,1.0,notch
RF,0.8195154976380467,0.0044809302237531,0.8195571283286764,0.004343574227178745,spikes,1.0,notch
LDA,0.26759928604317684,0.007413391332423664,0.26358222459569564,0.006741847058971628,spikes,1.0,wavelet
SVM_RBF,0.5265113387600808,0.003690002810276939,0.5262071265823566,0.0034328569688538957,spikes,1.0,wavelet
RF,0.6203459748294364,0.00566367012442059,0.6199389307295309,0.005603594745877982,spikes,1.0,wavelet
LDA,0.30764607551900347,0.004449804495178179,0.30543765922108956,0.0045957857037968505,spikes,1.0,kalman
SVM_RBF,0.6925999193871574,0.00317124983166505,0.6931420226334041,0.0030859508821038245,spikes,1.0,kalman
RF,0.7401316818209682,0.005469546093690159,0.7403522375815613,0.005323543519517057,spikes,1.0,kalman
LDA,0.27724196773389453,0.0033775240941588468,0.27200449012096756,0.0033637542713889504,spikes,1.0,pca
SVM_RBF,0.6210290908788356,0.00618123663517129,0.6222909965522397,0.005905601061598707,spikes,1.0,pca
RF,0.7531617781403684,0.004571552237883843,0.753633625826359,0.004460567287598082,spikes,1.0,pca

[INFO] Saved robustness + denoise result table to report\robust_db5_noise.csv
     model  acc_mean   acc_std  macro_f1_mean  macro_f1_std  noise  level denoise
0      LDA  0.377031  0.008123       0.375997      0.007888  clean    0.0    none
1  SVM_RBF  0.725927  0.004064       0.726739      0.003912  clean    0.0    none
2       RF  0.920780  0.004725       0.920732      0.004709  clean    0.0    none
3      LDA  0.369547  0.004867       0.368054      0.004874    wgn   20.0    none
4  SVM_RBF  0.724971  0.003443       0.725727      0.003254    wgn   20.0    none